source,actions
"['d', 'i', 'm', 'e', 'n', 'z', 'o', 'v', 'a', 't']","['COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'z @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['d', 'i', 'o']","['COPY', 'COPY', 'COPY']"
"['d', 'i', 'p', 'l', 'o', 'm', 'a', 't', 'a']","['COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'm @@', 'COPY', 't @@', 'COPY']"
"['d', 'i', 'p', 'l', 'o', 'm', 'a', 't', 'i']","['COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'm @@', 'COPY', 't @@', 'COPY']"
"['d', 'i', 'p', 'l', 'o', 'm', 'o', 'v', 'a', 't']","['COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'm @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['d', 'i', 'r', 'e', 'k', 'c', 'i']","['COPY', 'i @@', 'COPY', 'COPY', 'k @@', 'c @@', 'COPY']"
"['d', 'i', 'r', 'e', 'k', 't', 'i', 'v', 'y']","['COPY', 'COPY', 'COPY', 'COPY', 'COPY', 't @@', 'COPY', 'v @@', 'COPY']"
"['d', 'i', 'r', 'i', 'g', 'e', 'n', 't']","['COPY', 'i @@', 'COPY', 'COPY', 'g @@', 'COPY', 'COPY', 'COPY']"
"['d', 'i', 'r', 'i', 'g', 'o', 'v', 'a', 'l']","['COPY', 'i @@', 'COPY', 'COPY', 'g @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['d', 'i', 's', 'i', 'm', 'i', 'l', 'o', 'v', 'a', 't']","['COPY', 'i @@', 'COPY', 'COPY', 'COPY', 'COPY', 'l @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['d', 'i', 's', 'k', 'a', 'n', 't', 'o', 'v', 'ý']","['COPY', 'COPY', 's @@', 'COPY', 'COPY', 'COPY', 't @@', 'COPY', 'v @@', 'COPY']"
"['d', 'i', 's', 'k', 'a', 'ř', 's', 'k', 'ý']","['COPY', 'COPY', 'COPY', 'k @@', 'COPY', 'ř @@', 'COPY', 'k @@', 'COPY']"
"['d', 'i', 's', 'k', 'r', 'e', 'd', 'i', 't', 'o', 'v', 'a', 't']","['COPY', 'COPY', 's @@', 'COPY', 'COPY', 'COPY', 'd @@', 'COPY', 't @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['d', 'i', 's', 'k', 'r', 'e', 'd', 'i', 't', 'o', 'v', 'á', 'v', 'a', 'c', 'í']","['COPY', 'COPY', 's @@', 'COPY', 'COPY', 'COPY', 'COPY', 'COPY', 't @@', 'COPY', 'COPY', 'á @@', 'v @@', 'a @@', 'c @@', 'COPY']"
"['d', 'i', 's', 'k', 'r', 'i', 'm', 'i', 'n', 'o', 'v', 'a', 't']","['COPY', 'COPY', 's @@', 'COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'n @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['d', 'i', 's', 'k', 'u', 's', 'e']","['COPY', 'COPY', 's @@', 'COPY', 'COPY', 's @@', 'COPY']"
"['d', 'i', 's', 'k', 'u', 's', 'í']","['COPY', 'COPY', 'COPY', 'COPY', 'COPY', 's @@', 'COPY']"
"['d', 'i', 's', 'k', 'u', 't', 'o', 'v', 'a', 't']","['COPY', 'COPY', 'COPY', 'COPY', 'COPY', 't @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['d', 'i', 's', 'k', 'u', 'z', 'i']","['COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'z @@', 'COPY']"
"['d', 'i', 's', 'k', 'v', 'a', 'l', 'i', 'f', 'i', 'k', 'o', 'v', 'a', 't']","['COPY', 'COPY', 's @@', 'COPY', 'COPY', 'COPY', 'COPY', 'i @@', 'COPY', 'COPY', 'k @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['d', 'i', 's', 'p', 'l', 'a', 'y']","['COPY', 'COPY', 's @@', 'COPY', 'COPY', 'COPY', 'COPY']"
"['d', 'i', 's', 'p', 'l', 'a', 'y', 'i']","['COPY', 'COPY', 's @@', 'COPY', 'COPY', 'COPY', 'y @@', 'COPY']"
"['d', 'i', 's', 'p', 'o', 'n', 'o', 'v', 'a', 'n', 'o', 's', 't']","['COPY', 'COPY', 's @@', 'COPY', 'COPY', 'n @@', 'COPY', 'COPY', 'a @@', 'n @@', 'COPY', 'COPY', 'COPY']"
"['d', 'i', 's', 'p', 'o', 'n', 'o', 'v', 'a', 't']","['COPY', 'COPY', 's @@', 'COPY', 'COPY', 'n @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['d', 'i', 's', 'p', 'o', 'z', 'i', 'c', 'i']","['COPY', 'COPY', 's @@', 'COPY', 'COPY', 'COPY', 'COPY', 'c @@', 'COPY']"
"['d', 'i', 's', 'p', 'u', 't', 'o', 'v', 'a', 't']","['COPY', 'COPY', 'COPY', 'COPY', 'COPY', 't @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['d', 'i', 's', 't', 'a', 'n', 'c', 'o', 'v', 'a', 't']","['COPY', 'COPY', 'COPY', 't @@', 'COPY', 'COPY', 'c @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['d', 'i', 's', 't', 'r', 'a', 'h', 'u', 'j', 'e', 'm', 'e']","['COPY', 'COPY', 's @@', 'COPY', 'COPY', 'COPY', 'h @@', 'COPY', 'COPY', 'e @@', 'COPY', 'COPY']"
"['d', 'i', 's', 't', 'r', 'i', 'b', 'u', 'c', 'e']","['COPY', 'COPY', 's @@', 'COPY', 'COPY', 'COPY', 'COPY', 'u @@', 'c @@', 'COPY']"
"['d', 'i', 's', 't', 'r', 'i', 'b', 'u', 'c', 'i']","['COPY', 'COPY', 's @@', 'COPY', 'COPY', 'COPY', 'COPY', 'u @@', 'c @@', 'COPY']"
"['d', 'i', 's', 't', 'r', 'i', 'b', 'u', 'o', 'v', 'a', 't']","['COPY', 'COPY', 's @@', 'COPY', 'COPY', 'COPY', 'COPY', 'u @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['d', 'i', 's', 't', 'r', 'i', 'b', 'u', 't', 'i', 'v', 'n', 'í', 'm']","['COPY', 'COPY', 's @@', 'COPY', 'COPY', 'COPY', 'COPY', 'u @@', 't @@', 'COPY', 'v @@', 'n @@', 'COPY', 'COPY']"
"['d', 'i', 's', 't', 'r', 'i', 'b', 'u', 't', 'o', 'r', 'o', 'v', 'i']","['COPY', 'COPY', 's @@', 'COPY', 'COPY', 'COPY', 'COPY', 'u @@', 't @@', 'COPY', 'r @@', 'COPY', 'COPY', 'COPY']"
"['d', 'i', 's', 't', 'r', 'i', 'b', 'u', 't', 'o', 'r', 'y']","['COPY', 'COPY', 's @@', 'COPY', 'COPY', 'COPY', 'COPY', 'u @@', 't @@', 'COPY', 'r @@', 'COPY']"
"['d', 'i', 's', 't', 'r', 'i', 'b', 'u', 't', 'o', 'r', 'ů', 'm']","['COPY', 'COPY', 's @@', 'COPY', 'COPY', 'COPY', 'COPY', 'u @@', 't @@', 'COPY', 'r @@', 'COPY', 'COPY']"
"['d', 'i', 's', 't', 'r', 'i', 'b', 'u', 't', 'o', 'ř', 'i']","['COPY', 'COPY', 's @@', 'COPY', 'COPY', 'COPY', 'COPY', 'u @@', 't @@', 'COPY', 'ř @@', 'COPY']"
"['d', 'i', 's', 't', 'r', 'i', 'b', 'u', 'č', 'n', 'í']","['COPY', 'COPY', 's @@', 'COPY', 'COPY', 'COPY', 'COPY', 'u @@', 'č @@', 'n @@', 'COPY']"
"['d', 'i', 'v']","['COPY', 'COPY', 'COPY']"
"['d', 'i', 'v', 'a', 'd', 'e', 'l']","['COPY', 'COPY', 'v @@', 'a @@', 'COPY', 'COPY', 'COPY']"
"['d', 'i', 'v', 'a', 'd', 'l', 'a']","['COPY', 'COPY', 'v @@', 'a @@', 'COPY', 'l @@', 'COPY']"
"['d', 'i', 'v', 'a', 'd', 'l', 'e']","['COPY', 'COPY', 'v @@', 'a @@', 'COPY', 'l @@', 'COPY']"
"['d', 'i', 'v', 'a', 'd', 'l', 'o']","['COPY', 'COPY', 'v @@', 'COPY', 'COPY', 'COPY', 'COPY']"
"['d', 'i', 'v', 'e', 'r', 'g', 'o', 'v', 'a', 't']","['COPY', 'i @@', 'COPY', 'COPY', 'COPY', 'g @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['d', 'i', 'v', 'i', 'd', 'e', 'n', 'd', 'y']","['COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'd @@', 'COPY']"
"['d', 'i', 'v', 'i', 'l', 'a']","['COPY', 'COPY', 'v @@', 'i @@', 'l @@', 'COPY']"
"['d', 'i', 'v', 'i', 'l', 'i']","['COPY', 'COPY', 'v @@', 'i @@', 'l @@', 'COPY']"
"['d', 'i', 'v', 'i', 't']","['COPY', 'COPY', 'v @@', 'i @@', 'COPY']"
"['d', 'i', 'v', 'i', 'z', 'n', 'í', 'm']","['COPY', 'COPY', 'COPY', 'COPY', 'z @@', 'n @@', 'í @@', 'COPY']"
"['d', 'i', 'v', 'n', 'o', 'u']","['COPY', 'COPY', 'v @@', 'n @@', 'COPY', 'COPY']"
"['d', 'i', 'v', 'n', 'á']","['COPY', 'COPY', 'v @@', 'n @@', 'COPY']"
"['d', 'i', 'v', 'n', 'é']","['COPY', 'COPY', 'v @@', 'n @@', 'COPY']"
"['d', 'i', 'v', 'n', 'é', 'h', 'o']","['COPY', 'COPY', 'v @@', 'n @@', 'COPY', 'COPY', 'COPY']"
"['d', 'i', 'v', 'n', 'é', 'm', 'u']","['COPY', 'COPY', 'v @@', 'n @@', 'COPY', 'COPY', 'COPY']"
"['d', 'i', 'v', 'n', 'í']","['COPY', 'COPY', 'v @@', 'n @@', 'COPY']"
"['d', 'i', 'v', 'n', 'ý']","['COPY', 'COPY', 'v @@', 'n @@', 'COPY']"
"['d', 'i', 'v', 'n', 'ý', 'm']","['COPY', 'COPY', 'v @@', 'n @@', 'COPY', 'COPY']"
"['d', 'i', 'v', 'o', 'c', 'h']","['COPY', 'COPY', 'v @@', 'COPY', 'COPY', 'COPY']"
"['d', 'i', 'v', 'o', 'c', 'í']","['COPY', 'COPY', 'v @@', 'COPY', 'c @@', 'COPY']"
"['d', 'i', 'v', 'o', 'k', 'á']","['COPY', 'COPY', 'v @@', 'COPY', 'k @@', 'COPY']"
"['d', 'i', 'v', 'o', 'k', 'é']","['COPY', 'COPY', 'v @@', 'COPY', 'k @@', 'COPY']"
"['d', 'i', 'v', 'o', 'k', 'ý', 'c', 'h']","['COPY', 'COPY', 'v @@', 'COPY', 'k @@', 'COPY', 'COPY', 'COPY']"
"['d', 'i', 'v', 'o', 't', 'v', 'o', 'r', 'n', 'é']","['COPY', 'COPY', 'v @@', 'o @@', 'COPY', 'COPY', 'COPY', 'r @@', 'n @@', 'COPY']"
"['d', 'i', 'v', 'o', 'č', 'i', 't']","['COPY', 'COPY', 'v @@', 'COPY', 'č @@', 'i @@', 'COPY']"
"['d', 'i', 'v', 'í']","['COPY', 'COPY', 'v @@', 'COPY']"
"['d', 'i', 'ť', 'á', 't', 'k', 'o']","['COPY', 'COPY', 'ť @@', 'COPY', 't @@', 'k @@', 'COPY']"
"['d', 'l', 'a', 'b', 'a', 't']","['COPY', 'COPY', 'COPY', 'b @@', 'a @@', 'COPY']"
"['d', 'l', 'a', 'n', 'í']","['COPY', 'COPY', 'COPY', 'n @@', 'COPY']"
"['d', 'l', 'a', 'n', 'ě']","['COPY', 'COPY', 'COPY', 'n @@', 'COPY']"
"['d', 'l', 'a', 'ň']","['COPY', 'COPY', 'COPY', 'COPY']"
"['d', 'l', 'a', 'ž', 'b', 'u']","['COPY', 'COPY', 'COPY', 'ž @@', 'b @@', 'COPY']"
"['d', 'l', 'e']","['COPY', 'COPY', 'COPY']"
"['d', 'l', 'e', 'l']","['COPY', 'l @@', 'e @@', 'COPY']"
"['d', 'l', 'o', 'u', 'b', 'a', 'l', 'a']","['COPY', 'COPY', 'COPY', 'COPY', 'b @@', 'a @@', 'l @@', 'COPY']"
"['d', 'l', 'o', 'u', 'b', 'a', 't']","['COPY', 'COPY', 'COPY', 'COPY', 'b @@', 'a @@', 'COPY']"
"['d', 'l', 'o', 'u', 'b', 'n', 'o', 'u', 't']","['COPY', 'COPY', 'COPY', 'COPY', 'b @@', 'COPY', 'COPY', 'u @@', 'COPY']"
"['d', 'l', 'o', 'u', 'h', 'o']","['COPY', 'COPY', 'COPY', 'COPY', 'h @@', 'COPY']"
"['d', 'l', 'o', 'u', 'h', 'o', 'd', 'o', 'b', 'o', 'u']","['COPY', 'COPY', 'COPY', 'COPY', 'h @@', 'o @@', 'COPY', 'COPY', 'b @@', 'COPY', 'COPY']"
"['d', 'l', 'o', 'u', 'h', 'o', 'd', 'o', 'b', 'ý']","['COPY', 'COPY', 'COPY', 'COPY', 'h @@', 'o @@', 'COPY', 'COPY', 'b @@', 'COPY']"
"['d', 'l', 'o', 'u', 'h', 'o', 'd', 'o', 'b', 'ě']","['COPY', 'COPY', 'COPY', 'COPY', 'h @@', 'o @@', 'COPY', 'COPY', 'b @@', 'COPY']"
"['d', 'l', 'o', 'u', 'h', 'o', 'k', 'r', 'k', 'o', 's', 't']","['COPY', 'COPY', 'COPY', 'COPY', 'h @@', 'o @@', 'COPY', 'COPY', 'k @@', 'COPY', 'COPY', 'COPY']"
"['d', 'l', 'o', 'u', 'h', 'o', 'o', 'h', 'n', 'i', 's', 'k', 'o', 'v', 'ý']","['COPY', 'COPY', 'COPY', 'COPY', 'h @@', 'o @@', 'COPY', 'COPY', 'n @@', 'COPY', 'COPY', 'k @@', 'COPY', 'v @@', 'COPY']"
"['d', 'l', 'o', 'u', 'h', 'o', 't', 'ř', 'e', 'b', 'o', 'v', 's', 'k', 'ý']","['COPY', 'COPY', 'COPY', 'COPY', 'h @@', 'o @@', 'COPY', 'COPY', 'COPY', 'b @@', 'COPY', 'v @@', 'COPY', 'k @@', 'COPY']"
"['d', 'l', 'o', 'u', 'h', 'á']","['COPY', 'COPY', 'COPY', 'COPY', 'h @@', 'COPY']"
"['d', 'l', 'o', 'u', 'h', 'é']","['COPY', 'COPY', 'COPY', 'COPY', 'h @@', 'COPY']"
"['d', 'l', 'o', 'u', 'h', 'é', 'h', 'o']","['COPY', 'COPY', 'COPY', 'COPY', 'h @@', 'COPY', 'COPY', 'COPY']"
"['d', 'l', 'o', 'u', 'h', 'ý']","['COPY', 'COPY', 'COPY', 'COPY', 'h @@', 'COPY']"
"['d', 'l', 'o', 'u', 'h', 'ý', 'm', 'i']","['COPY', 'COPY', 'COPY', 'COPY', 'h @@', 'COPY', 'COPY', 'COPY']"
"['d', 'l', 'o', 'u', 'z', 'í']","['COPY', 'COPY', 'COPY', 'COPY', 'z @@', 'COPY']"
"['d', 'l', 'u', 'h']","['COPY', 'COPY', 'COPY', 'COPY']"
"['d', 'l', 'u', 'h', 'o', 'v', 'a', 't']","['COPY', 'COPY', 'COPY', 'h @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['d', 'l', 'u', 'h', 'u']","['COPY', 'COPY', 'COPY', 'h @@', 'COPY']"
"['d', 'l', 'u', 'h', 'y']","['COPY', 'COPY', 'COPY', 'h @@', 'COPY']"
"['d', 'l', 'u', 'h', 'ů', 'm']","['COPY', 'COPY', 'COPY', 'h @@', 'COPY', 'COPY']"
"['d', 'l', 'u', 'ž', 'e', 'n']","['COPY', 'COPY', 'COPY', 'ž @@', 'COPY', 'COPY']"
"['d', 'l', 'u', 'ž', 'i', 't']","['COPY', 'COPY', 'COPY', 'ž @@', 'i @@', 'COPY']"
"['d', 'l', 'u', 'ž', 'n', 'a']","['COPY', 'COPY', 'COPY', 'ž @@', 'n @@', 'COPY']"
"['d', 'l', 'u', 'ž', 'n', 'é', 'h', 'o']","['COPY', 'COPY', 'COPY', 'ž @@', 'n @@', 'COPY', 'COPY', 'COPY']"
"['d', 'l', 'u', 'ž', 'n', 'í', 'k', 'ů']","['COPY', 'COPY', 'COPY', 'ž @@', 'n @@', 'COPY', 'k @@', 'COPY']"
"['d', 'l', 'u', 'ž', 'n', 'í', 'k', 'ů', 'm']","['COPY', 'COPY', 'COPY', 'ž @@', 'n @@', 'COPY', 'k @@', 'COPY', 'COPY']"
"['d', 'l', 'u', 'ž', 'í', 'm', 'e']","['COPY', 'COPY', 'COPY', 'ž @@', 'í @@', 'COPY', 'COPY']"
"['d', 'l', 'á', 't', 'o']","['COPY', 'COPY', 'COPY', 't @@', 'COPY']"
"['d', 'l', 'á', 'ž', 'd', 'i', 't']","['COPY', 'COPY', 'COPY', 'COPY', 'd @@', 'i @@', 'COPY']"
"['d', 'l', 'á', 'ž', 'k', 'a']","['COPY', 'COPY', 'COPY', 'ž @@', 'k @@', 'COPY']"
"['d', 'l', 'í', 't']","['COPY', 'l @@', 'í @@', 'COPY']"
"['d', 'm', 'o', 'u', 't']","['COPY', 'm @@', 'COPY', 'u @@', 'COPY']"
"['d', 'm', 'ý', 'c', 'h', 'a', 't']","['COPY', 'COPY', 'COPY', 'COPY', 'h @@', 'a @@', 'COPY']"
"['d', 'm', 'ý', 'c', 'h', 'n', 'o', 'u', 't']","['COPY', 'COPY', 'COPY', 'COPY', 'h @@', 'COPY', 'COPY', 'u @@', 'COPY']"
"['d', 'n', 'e']","['COPY', 'n @@', 'COPY']"
"['d', 'n', 'e', 'm']","['COPY', 'n @@', 'COPY', 'COPY']"
"['d', 'n', 'e', 's']","['COPY', 'COPY', 'COPY', 'COPY']"
"['d', 'n', 'e', 's', 'k', 'a']","['COPY', 'COPY', 'COPY', 's @@', 'k @@', 'COPY']"
"['d', 'n', 'e', 'š', 'e', 'k']","['COPY', 'COPY', 'COPY', 'š @@', 'COPY', 'COPY']"
"['d', 'n', 'e', 'š', 'k', 'a']","['COPY', 'COPY', 'COPY', 'š @@', 'k @@', 'COPY']"
"['d', 'n', 'e', 'š', 'k', 'u']","['COPY', 'COPY', 'COPY', 'š @@', 'k @@', 'COPY']"
"['d', 'n', 'e', 'š', 'n', 'í']","['COPY', 'COPY', 'COPY', 'š @@', 'n @@', 'COPY']"
"['d', 'n', 'e', 'š', 'n', 'í', 'c', 'h']","['COPY', 'COPY', 'COPY', 'š @@', 'n @@', 'COPY', 'COPY', 'COPY']"
"['d', 'n', 'e', 'š', 'n', 'í', 'h', 'o']","['COPY', 'COPY', 'COPY', 'š @@', 'n @@', 'COPY', 'COPY', 'COPY']"
"['d', 'n', 'e', 'š', 'n', 'í', 'm']","['COPY', 'COPY', 'COPY', 'š @@', 'n @@', 'í @@', 'COPY']"
"['d', 'n', 'e', 'š', 'n', 'í', 'm', 'u']","['COPY', 'COPY', 'COPY', 'š @@', 'n @@', 'COPY', 'COPY', 'COPY']"
"['d', 'n', 'i']","['COPY', 'n @@', 'COPY']"
"['d', 'n', 'o']","['COPY', 'n @@', 'COPY']"
"['d', 'n', 'y']","['COPY', 'n @@', 'COPY']"
"['d', 'n', 'í']","['COPY', 'n @@', 'COPY']"
"['d', 'n', 'í', 't']","['COPY', 'n @@', 'í @@', 'COPY']"
"['d', 'n', 'ě']","['COPY', 'n @@', 'COPY']"
"['d', 'n', 'ů']","['COPY', 'n @@', 'COPY']"
"['d', 'o']","['COPY', 'COPY']"
"['d', 'o', 'b', 'e', 'l', 'h', 'a', 't']","['COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'h @@', 'a @@', 'COPY']"
"['d', 'o', 'b', 'e', 'š']","['COPY', 'COPY', 'COPY', 'COPY', 'COPY']"
"['d', 'o', 'b', 'o', 'j', 'o', 'v', 'a', 't']","['COPY', 'o @@', 'COPY', 'COPY', 'j @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['d', 'o', 'b', 'o', 'u']","['COPY', 'COPY', 'b @@', 'COPY', 'COPY']"
"['d', 'o', 'b', 'o', 'u', 'ř', 'i', 't']","['COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'ř @@', 'i @@', 'COPY']"
"['d', 'o', 'b', 'r', 'a']","['COPY', 'COPY', 'COPY', 'r @@', 'COPY']"
"['d', 'o', 'b', 'r', 'a', 't']","['COPY', 'o @@', 'COPY', 'r @@', 'a @@', 'COPY']"
"['d', 'o', 'b', 'r', 'o', 'd', 'r', 'u', 'h']","['COPY', 'COPY', 'COPY', 'r @@', 'o @@', 'COPY', 'COPY', 'COPY', 'COPY']"
"['d', 'o', 'b', 'r', 'o', 'd', 'r', 'u', 'ž', 's', 't', 'v', 'í']","['COPY', 'COPY', 'COPY', 'r @@', 'o @@', 'COPY', 'COPY', 'COPY', 'ž @@', 'COPY', 'COPY', 'v @@', 'COPY']"
"['d', 'o', 'b', 'r', 'o', 'u']","['COPY', 'COPY', 'COPY', 'r @@', 'COPY', 'COPY']"
"['d', 'o', 'b', 'r', 'o', 'z', 'd', 'á', 'n', 'í']","['COPY', 'COPY', 'COPY', 'r @@', 'o @@', 'COPY', 'd @@', 'á @@', 'n @@', 'COPY']"
"['d', 'o', 'b', 'r', 'u']","['COPY', 'COPY', 'COPY', 'r @@', 'COPY']"
"['d', 'o', 'b', 'r', 'y']","['COPY', 'COPY', 'COPY', 'r @@', 'COPY']"
"['d', 'o', 'b', 'r', 'á']","['COPY', 'COPY', 'COPY', 'r @@', 'COPY']"
"['d', 'o', 'b', 'r', 'á', 'k']","['COPY', 'COPY', 'COPY', 'r @@', 'COPY', 'COPY']"
"['d', 'o', 'b', 'r', 'á', 'k', 'a']","['COPY', 'COPY', 'COPY', 'r @@', 'COPY', 'k @@', 'COPY']"
"['d', 'o', 'b', 'r', 'é']","['COPY', 'COPY', 'COPY', 'r @@', 'COPY']"
"['d', 'o', 'b', 'r', 'é', 'h', 'o']","['COPY', 'COPY', 'COPY', 'r @@', 'COPY', 'COPY', 'COPY']"
"['d', 'o', 'b', 'r', 'é', 'm']","['COPY', 'COPY', 'COPY', 'r @@', 'COPY', 'COPY']"
"['d', 'o', 'b', 'r', 'é', 'm', 'u']","['COPY', 'COPY', 'COPY', 'r @@', 'COPY', 'COPY', 'COPY']"
"['d', 'o', 'b', 'r', 'ý']","['COPY', 'COPY', 'COPY', 'r @@', 'COPY']"
"['d', 'o', 'b', 'r', 'ý', 'c', 'h']","['COPY', 'COPY', 'COPY', 'r @@', 'COPY', 'COPY', 'COPY']"
"['d', 'o', 'b', 'r', 'ý', 't', 'r', 'o']","['COPY', 'COPY', 'COPY', 'r @@', 'ý @@', 'COPY', 'r @@', 'COPY']"
"['d', 'o', 'b', 'u']","['COPY', 'COPY', 'b @@', 'COPY']"
"['d', 'o', 'b', 'u', 'd', 'o', 'v', 'a', 't']","['COPY', 'o @@', 'COPY', 'COPY', 'd @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['d', 'o', 'b', 'u', 'm', 'b', 'a', 't']","['COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'b @@', 'a @@', 'COPY']"
"['d', 'o', 'b', 'u', 'r', 'á', 'c', 'e', 't']","['COPY', 'o @@', 'COPY', 'COPY', 'r @@', 'COPY', 'c @@', 'e @@', 'COPY']"
"['d', 'o', 'b', 'u', 'š', 'i', 't']","['COPY', 'o @@', 'COPY', 'COPY', 'š @@', 'i @@', 'COPY']"
"['d', 'o', 'b', 'y']","['COPY', 'COPY', 'b @@', 'COPY']"
"['d', 'o', 'b', 'y', 'l', 'i']","['COPY', 'o @@', 'COPY', 'y @@', 'l @@', 'COPY']"
"['d', 'o', 'b', 'y', 't', 'e', 'k']","['COPY', 'o @@', 'COPY', 'COPY', 't @@', 'COPY', 'COPY']"
"['d', 'o', 'b', 'y', 't', 'í']","['COPY', 'o @@', 'COPY', 'y @@', 'COPY', 'COPY']"
"['d', 'o', 'b', 'í', 'h', 'a', 't']","['COPY', 'o @@', 'COPY', 'COPY', 'h @@', 'a @@', 'COPY']"
"['d', 'o', 'b', 'í', 'l', 'i', 't']","['COPY', 'o @@', 'COPY', 'COPY', 'l @@', 'i @@', 'COPY']"
"['d', 'o', 'b', 'í', 'r', 'a', 't']","['COPY', 'o @@', 'COPY', 'COPY', 'r @@', 'a @@', 'COPY']"
"['d', 'o', 'b', 'ý', 't']","['COPY', 'o @@', 'COPY', 'ý @@', 'COPY']"
"['d', 'o', 'b', 'ý', 'v', 'a', 't']","['COPY', 'o @@', 'COPY', 'ý @@', 'v @@', 'a @@', 'COPY']"
"['d', 'o', 'b', 'ě']","['COPY', 'COPY', 'b @@', 'COPY']"
"['d', 'o', 'b', 'ě', 'h', 'n', 'o', 'u', 't']","['COPY', 'o @@', 'COPY', 'COPY', 'h @@', 'COPY', 'COPY', 'u @@', 'COPY']"
"['d', 'o', 'c', 'e', 'l', 'a']","['COPY', 'o @@', 'COPY', 'COPY', 'l @@', 'COPY']"
"['d', 'o', 'c', 'e', 'n', 'i', 't']","['COPY', 'o @@', 'COPY', 'COPY', 'n @@', 'i @@', 'COPY']"
"['d', 'o', 'c', 'e', 'ň', 'o', 'v', 'a', 't']","['COPY', 'o @@', 'COPY', 'COPY', 'ň @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['d', 'o', 'c', 'h', 'o', 'd', 'i', 't']","['COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'd @@', 'i @@', 'COPY']"
"['d', 'o', 'c', 'h', 'o', 'v', 'a', 't']","['COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'v @@', 'a @@', 'COPY']"
"['d', 'o', 'c', 'h', 'á', 'z', 'e', 'l']","['COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'z @@', 'e @@', 'COPY']"
"['d', 'o', 'c', 'h', 'á', 'z', 'e', 'l', 'a']","['COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'z @@', 'e @@', 'l @@', 'COPY']"
"['d', 'o', 'c', 'h', 'á', 'z', 'e', 'l', 'o']","['COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'z @@', 'e @@', 'l @@', 'COPY']"
"['d', 'o', 'c', 'h', 'á', 'z', 'e', 'l', 'y']","['COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'z @@', 'e @@', 'l @@', 'COPY']"
"['d', 'o', 'c', 'h', 'á', 'z', 'e', 't']","['COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'z @@', 'e @@', 'COPY']"
"['d', 'o', 'c', 'h', 'á', 'z', 'í']","['COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'z @@', 'COPY']"
"['d', 'o', 'c', 'i', 'l', 'o', 'v', 'a', 't']","['COPY', 'o @@', 'COPY', 'COPY', 'l @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['d', 'o', 'c', 'v', 'á', 'l', 'a', 't']","['COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'l @@', 'a @@', 'COPY']"
"['d', 'o', 'c', 'í', 'l', 'i', 't']","['COPY', 'o @@', 'COPY', 'COPY', 'l @@', 'i @@', 'COPY']"
"['d', 'o', 'c', 'í', 't', 'i', 'l']","['COPY', 'o @@', 'COPY', 'COPY', 't @@', 'i @@', 'COPY']"
"['d', 'o', 'd', 'a', 'l']","['COPY', 'o @@', 'd @@', 'a @@', 'COPY']"
"['d', 'o', 'd', 'a', 't']","['COPY', 'o @@', 'd @@', 'a @@', 'COPY']"
"['d', 'o', 'd', 'a', 't', 'e', 'č', 'n', 'ě']","['COPY', 'o @@', 'd @@', 'a @@', 't @@', 'COPY', 'č @@', 'n @@', 'COPY']"
"['d', 'o', 'd', 'a', 'v', 'a', 't', 'e', 'l', 'e']","['COPY', 'o @@', 'd @@', 'a @@', 'v @@', 'a @@', 'COPY', 'COPY', 'l @@', 'COPY']"
